Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamID,OpponentID,ScoreID
12/19/2021 4:05:00 PM,1,2021,15,CIN,DEN,AWAY,15,10,25,Empower Field at Mile High,3,3,9,0,0,27,19,27:19,12,5,5,2,51,249,4.9,1,26,113,4.3,0,22,15,136,1,0,6.2,9.1,68.2,99.81,13,4,30.8,0,0,0,2,0,0,0,6,38,0,0,3,21,8,5,7,368,52.6,0,1,1,0,3,7,0,0,32,41,32:41,19,10,8,1,71,292,4.1,1,34,133,3.9,0,34,18,159,1,0,4.7,8.8,52.9,75.49,16,7,43.8,1,0,0,1,0,0,0,6,60,1,1,3,27,7,3,6,309,51.5,1,0,-1,0,0,0,0,0,0,0,2,0,0,0,3,3,1,1,0,0,0,0,0,2,1,43,27,3,27,3,1,1,40,16,3,21,2,0,0,Sunday,7,10,17901
12/19/2021 4:05:00 PM,1,2021,15,DEN,CIN,HOME,10,15,25,Empower Field at Mile High,0,3,7,0,0,32,41,32:41,19,10,8,1,71,292,4.1,1,34,133,3.9,0,34,18,159,1,0,4.7,8.8,52.9,75.49,16,7,43.8,1,0,0,1,0,0,0,6,60,1,1,3,27,7,3,6,309,51.5,1,0,-1,3,3,9,0,0,27,19,27:19,12,5,5,2,51,249,4.9,1,26,113,4.3,0,22,15,136,1,0,6.2,9.1,68.2,99.81,13,4,30.8,0,0,0,2,0,0,0,6,38,0,0,3,21,8,5,7,368,52.6,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,3,3,40,16,3,21,2,0,0,43,27,3,27,3,1,1,Sunday,10,7,17901
12/19/2021 4:25:00 PM,1,2021,15,GB,BAL,AWAY,31,30,61,M&T Bank Stadium,0,14,7,10,0,31,10,31:10,26,4,20,2,59,346,5.9,4,25,96,3.8,1,31,23,250,3,0,8.1,10.9,74.2,129.77,9,5,55.6,0,0,0,5,4,0,0,8,76,0,0,3,18,2,3,3,146,48.7,0,0,0,7,7,3,13,0,28,50,28:50,24,10,12,2,67,354,5.3,4,26,143,5.5,2,40,28,211,2,0,5.3,7.5,70.0,99.06,13,7,53.8,4,2,50.0,6,4,0,0,8,56,0,0,1,4,4,3,1,42,42,0,0,0,80.0,0,66.7,0,4,4,0,0,0,0,0,1,1,3,3,0,2,0,0,0,1,1,49,16,1,4,4,0,0,40,23,3,18,1,0,0,Sunday,12,3,17900
12/19/2021 4:25:00 PM,1,2021,15,BAL,GB,HOME,30,31,61,M&T Bank Stadium,7,7,3,13,0,28,50,28:50,24,10,12,2,67,354,5.3,4,26,143,5.5,2,40,28,211,2,0,5.3,7.5,70.0,99.06,13,7,53.8,4,2,50.0,6,4,0,0,8,56,0,0,1,4,4,3,1,42,42,0,0,0,0,14,7,10,0,31,10,31:10,26,4,20,2,59,346,5.9,4,25,96,3.8,1,31,23,250,3,0,8.1,10.9,74.2,129.77,9,5,55.6,0,0,0,5,4,0,0,8,76,0,0,3,18,2,3,3,146,48.7,0,0,0,66.7,0,80.0,0,3,3,0,2,0,0,0,1,1,4,4,0,0,0,0,0,1,1,40,23,3,18,1,0,0,49,16,1,4,4,0,0,Sunday,3,12,17900
12/19/2021 8:20:00 PM,1,2021,15,NO,TB,AWAY,9,0,9,Raymond James Stadium,3,3,0,3,0,29,45,29:45,11,5,5,1,60,212,3.5,0,31,61,2.0,0,27,13,151,0,0,5.6,11.6,48.1,65.51,16,3,18.8,0,0,0,2,0,0,0,6,41,0,0,2,3,7,6,9,412,45.8,0,2,2,0,0,0,0,0,30,15,30:15,17,3,13,1,73,302,4.1,0,21,118,5.6,0,48,26,184,0,1,3.8,7.1,54.2,54.51,19,6,31.6,1,0,0,0,0,0,0,3,30,1,1,4,30,3,10,8,336,42,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,50,21,4,30,6,1,1,38,28,2,3,3,1,0,Sunday,22,33,17904
12/19/2021 8:20:00 PM,1,2021,15,TB,NO,HOME,0,9,9,Raymond James Stadium,0,0,0,0,0,30,15,30:15,17,3,13,1,73,302,4.1,0,21,118,5.6,0,48,26,184,0,1,3.8,7.1,54.2,54.51,19,6,31.6,1,0,0,0,0,0,0,3,30,1,1,4,30,3,10,8,336,42,2,0,-2,3,3,0,3,0,29,45,29:45,11,5,5,1,60,212,3.5,0,31,61,2.0,0,27,13,151,0,0,5.6,11.6,48.1,65.51,16,3,18.8,0,0,0,2,0,0,0,6,41,0,0,2,3,7,6,9,412,45.8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,38,28,2,3,3,1,0,50,21,4,30,6,1,1,Sunday,33,22,17904
12/20/2021 5:00:00 PM,1,2021,15,LV,CLE,AWAY,16,14,30,FirstEnergy Stadium,7,3,0,6,0,33,24,33:24,20,5,14,1,65,328,5.0,1,25,98,3.9,0,38,25,230,1,1,6.1,9.2,65.8,79.93,13,6,46.2,1,1,100,2,1,0,0,7,64,1,1,2,6,4,3,4,177,44.2,2,0,-2,0,0,7,7,0,26,36,26:36,13,3,9,1,54,236,4.4,2,24,89,3.7,1,30,20,147,1,0,4.9,7.4,66.7,89.17,14,6,42.9,1,1,100,2,2,0,0,3,61,0,0,0,0,3,4,7,313,44.7,0,2,2,50.0,0,100,0,1,1,0,0,0,0,0,3,3,2,2,0,0,0,0,0,1,0,38,19,0,0,5,0,0,42,31,2,6,4,2,1,Monday,25,8,17892
12/20/2021 5:00:00 PM,1,2021,15,CLE,LV,HOME,14,16,30,FirstEnergy Stadium,0,0,7,7,0,26,36,26:36,13,3,9,1,54,236,4.4,2,24,89,3.7,1,30,20,147,1,0,4.9,7.4,66.7,89.17,14,6,42.9,1,1,100,2,2,0,0,3,61,0,0,0,0,3,4,7,313,44.7,0,2,2,7,3,0,6,0,33,24,33:24,20,5,14,1,65,328,5.0,1,25,98,3.9,0,38,25,230,1,1,6.1,9.2,65.8,79.93,13,6,46.2,1,1,100,2,1,0,0,7,64,1,1,2,6,4,3,4,177,44.2,2,0,-2,100,0,50.0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3,42,31,2,6,4,2,1,38,19,0,0,5,0,0,Monday,8,25,17892
12/20/2021 8:15:00 PM,1,2021,15,MIN,CHI,AWAY,17,9,26,Soldier Field,7,3,7,0,0,30,45,30:45,13,4,5,4,61,193,3.2,2,33,132,4,0,24,12,61,2,1,2.5,5.1,50.0,66.67,17,5,29.4,1,0,0,3,2,0,0,7,54,0,0,4,26,7,5,7,295,42.1,1,3,2,0,3,0,6,0,29,15,29:15,24,8,13,3,70,370,5.3,1,28,115,4.1,0,39,26,255,1,0,6.5,9.8,66.7,93.43,12,2,16.7,5,2,40.0,5,1,0,0,9,91,3,3,3,30,6,4,3,161,53.7,3,1,-2,66.7,0,20.0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,48,22,3,30,1,3,3,36,37,4,26,5,1,0,Monday,20,6,17905
12/20/2021 8:15:00 PM,1,2021,15,CHI,MIN,HOME,9,17,26,Soldier Field,0,3,0,6,0,29,15,29:15,24,8,13,3,70,370,5.3,1,28,115,4.1,0,39,26,255,1,0,6.5,9.8,66.7,93.43,12,2,16.7,5,2,40.0,5,1,0,0,9,91,3,3,3,30,6,4,3,161,53.7,3,1,-2,7,3,7,0,0,30,45,30:45,13,4,5,4,61,193,3.2,2,33,132,4,0,24,12,61,2,1,2.5,5.1,50.0,66.67,17,5,29.4,1,0,0,3,2,0,0,7,54,0,0,4,26,7,5,7,295,42.1,1,3,2,20.0,0,66.7,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,1,1,36,37,4,26,5,1,0,48,22,3,30,1,3,3,Monday,6,20,17905
12/21/2021 7:00:00 PM,1,2021,15,WAS,PHI,AWAY,17,27,44,Lincoln Financial Field,10,0,0,7,0,24,43,24:43,14,5,8,1,54,237,4.4,2,21,63,3,2,31,20,174,0,0,5.6,8.7,64.5,79.23,13,6,46.2,1,0,0,3,2,0,0,2,25,0,0,2,20,3,3,5,240,48,0,2,2,0,10,10,7,0,35,17,35:17,23,11,12,0,70,519,7.4,3,41,238,5.8,2,26,20,281,1,1,10.8,14.0,76.9,108.01,13,7,53.8,1,0,0,6,3,0,0,4,48,1,1,3,15,7,5,2,75,37.5,2,0,-2,66.7,0,50.0,0,2,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,2,2,53,36,3,15,1,1,1,39,14,2,20,4,2,0,Tuesday,35,26,17895
12/21/2021 7:00:00 PM,1,2021,15,PHI,WAS,HOME,27,17,44,Lincoln Financial Field,0,10,10,7,0,35,17,35:17,23,11,12,0,70,519,7.4,3,41,238,5.8,2,26,20,281,1,1,10.8,14.0,76.9,108.01,13,7,53.8,1,0,0,6,3,0,0,4,48,1,1,3,15,7,5,2,75,37.5,2,0,-2,10,0,0,7,0,24,43,24:43,14,5,8,1,54,237,4.4,2,21,63,3,2,31,20,174,0,0,5.6,8.7,64.5,79.23,13,6,46.2,1,0,0,3,2,0,0,2,25,0,0,2,20,3,3,5,240,48,0,2,2,50.0,0,66.7,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,1,39,14,2,20,4,2,0,53,36,3,15,1,1,1,Tuesday,26,35,17895
12/21/2021 7:00:00 PM,1,2021,15,SEA,LAR,AWAY,10,20,30,SoFi Stadium,0,3,7,0,0,24,54,24:54,13,5,7,1,53,214,4.0,1,19,80,4.2,1,31,17,134,0,1,4.3,7.9,54.8,52.35,11,3,27.3,1,0,0,2,1,0,0,8,65,0,0,3,22,6,7,6,297,49.5,1,1,0,3,0,7,10,0,35,6,35:06,20,7,11,2,62,332,5.4,2,29,123,4.2,0,29,21,209,2,1,7.2,10.0,72.4,101.08,12,6,50.0,1,0,0,2,1,0,0,4,34,0,0,4,35,6,5,3,130,43.3,1,1,0,50.0,0,50.0,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,2,46,19,4,35,3,0,0,29,27,3,22,6,0,0,Tuesday,30,32,17903
12/21/2021 7:00:00 PM,1,2021,15,LAR,SEA,HOME,20,10,30,SoFi Stadium,3,0,7,10,0,35,6,35:06,20,7,11,2,62,332,5.4,2,29,123,4.2,0,29,21,209,2,1,7.2,10.0,72.4,101.08,12,6,50.0,1,0,0,2,1,0,0,4,34,0,0,4,35,6,5,3,130,43.3,1,1,0,0,3,7,0,0,24,54,24:54,13,5,7,1,53,214,4.0,1,19,80,4.2,1,31,17,134,0,1,4.3,7.9,54.8,52.35,11,3,27.3,1,0,0,2,1,0,0,8,65,0,0,3,22,6,7,6,297,49.5,1,1,0,50.0,0,50.0,0,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,29,27,3,22,6,0,0,46,19,4,35,3,0,0,Tuesday,32,30,17903
12/23/2021 8:20:00 PM,1,2021,16,SF,TEN,AWAY,17,20,37,Nissan Stadium,7,3,0,7,0,30,31,30:31,22,6,14,2,58,389,6.7,2,21,83,4.0,1,35,26,306,1,2,8.7,11.8,74.3,86.13,8,3,37.5,2,1,50.0,4,2,0,0,5,41,0,0,2,16,9,9,2,70,35,2,0,-2,0,0,10,10,0,29,29,29:29,16,4,11,1,58,278,4.8,2,24,90,3.8,1,30,22,188,1,0,6.3,8.5,73.3,100.42,16,9,56.2,0,0,0,2,2,0,0,6,57,0,0,4,21,3,3,5,230,46,0,2,2,50.0,0,100,0,2,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,2,45,15,4,21,4,0,0,38,23,2,16,4,2,0,Thursday,31,34,17906
12/23/2021 8:20:00 PM,1,2021,16,TEN,SF,HOME,20,17,37,Nissan Stadium,0,0,10,10,0,29,29,29:29,16,4,11,1,58,278,4.8,2,24,90,3.8,1,30,22,188,1,0,6.3,8.5,73.3,100.42,16,9,56.2,0,0,0,2,2,0,0,6,57,0,0,4,21,3,3,5,230,46,0,2,2,7,3,0,7,0,30,31,30:31,22,6,14,2,58,389,6.7,2,21,83,4.0,1,35,26,306,1,2,8.7,11.8,74.3,86.13,8,3,37.5,2,1,50.0,4,2,0,0,5,41,0,0,2,16,9,9,2,70,35,2,0,-2,100,0,50.0,0,2,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,1,38,23,2,16,4,2,0,45,15,4,21,4,0,0,Thursday,34,31,17906
12/25/2021 4:30:00 PM,1,2021,16,CLE,GB,AWAY,22,24,46,Lambeau Field,6,6,3,7,0,31,41,31:41,28,12,15,1,66,408,6.2,3,25,219,8.8,1,36,21,189,2,4,5.2,9,58.3,51.50,12,7,58.3,1,1,100,5,3,0,0,6,38,0,0,5,33,4,3,1,37,37,4,0,-4,7,14,3,0,0,28,19,28:19,19,8,10,1,58,311,5.4,3,24,109,4.5,0,34,24,202,3,0,5.9,8.4,70.6,115.07,10,3,30.0,1,1,100,4,3,0,0,3,29,0,0,0,0,6,5,5,235,47,0,4,4,60.0,0,75.0,0,2,1,0,2,0,0,0,1,1,3,3,0,0,0,0,0,1,1,42,26,0,0,3,0,0,49,16,5,33,6,0,0,Saturday,8,12,17907
12/25/2021 4:30:00 PM,1,2021,16,GB,CLE,HOME,24,22,46,Lambeau Field,7,14,3,0,0,28,19,28:19,19,8,10,1,58,311,5.4,3,24,109,4.5,0,34,24,202,3,0,5.9,8.4,70.6,115.07,10,3,30.0,1,1,100,4,3,0,0,3,29,0,0,0,0,6,5,5,235,47,0,4,4,6,6,3,7,0,31,41,31:41,28,12,15,1,66,408,6.2,3,25,219,8.8,1,36,21,189,2,4,5.2,9,58.3,51.50,12,7,58.3,1,1,100,5,3,0,0,6,38,0,0,5,33,4,3,1,37,37,4,0,-4,75.0,0,60.0,0,3,3,0,0,0,0,0,1,1,2,1,0,2,0,0,0,1,1,49,16,5,33,6,0,0,42,26,0,0,3,0,0,Saturday,12,8,17907
12/25/2021 8:15:00 PM,1,2021,16,IND,ARI,AWAY,22,16,38,State Farm Stadium,7,5,3,7,0,35,29,35:29,20,5,11,4,63,346,5.5,2,33,126,3.8,0,28,18,220,2,0,7.9,12.2,64.3,112.20,15,8,53.3,1,0,0,4,2,0,0,5,40,0,0,2,5,0,0,3,115,38.3,0,0,0,6,0,7,3,0,24,31,24:31,20,8,12,0,64,378,5.9,2,21,133,6.3,1,43,27,245,1,0,5.7,9.1,62.8,85.90,13,6,46.2,3,1,33.3,2,1,0,0,11,85,0,0,0,0,7,10,1,39,39,0,0,0,50.0,0,50.0,0,2,2,0,0,0,0,0,3,2,2,1,0,0,0,0,0,3,1,46,14,0,0,3,0,0,40,27,2,5,3,0,0,Saturday,14,1,17908
12/25/2021 8:15:00 PM,1,2021,16,ARI,IND,HOME,16,22,38,State Farm Stadium,6,0,7,3,0,24,31,24:31,20,8,12,0,64,378,5.9,2,21,133,6.3,1,43,27,245,1,0,5.7,9.1,62.8,85.90,13,6,46.2,3,1,33.3,2,1,0,0,11,85,0,0,0,0,7,10,1,39,39,0,0,0,7,5,3,7,0,35,29,35:29,20,5,11,4,63,346,5.5,2,33,126,3.8,0,28,18,220,2,0,7.9,12.2,64.3,112.20,15,8,53.3,1,0,0,4,2,0,0,5,40,0,0,2,5,0,0,3,115,38.3,0,0,0,50.0,0,50.0,0,2,1,0,0,0,0,0,3,1,2,2,0,0,0,0,0,3,2,40,27,2,5,3,0,0,46,14,0,0,3,0,0,Saturday,1,14,17908
12/26/2021 1:00:00 PM,1,2021,16,LAC,HOU,AWAY,29,41,70,NRG Stadium,6,6,3,14,0,25,8,25:08,25,3,19,3,57,417,7.3,3,21,89,4.2,2,35,27,328,1,2,9.4,12.1,77.1,91.13,9,6,66.7,0,0,0,4,3,0,0,5,49,1,1,1,8,2,4,0,0,0,3,0,-3,7,10,0,24,0,34,52,34:52,26,9,14,3,64,437,6.8,5,36,189,5.2,2,27,21,248,2,0,9.2,11.8,77.8,129.63,13,9,69.2,0,0,0,4,3,0,0,10,70,0,0,1,6,2,1,1,53,53,0,3,3,75.0,0,75.0,0,0,0,0,5,1,0,0,3,3,5,5,0,0,0,0,0,3,2,45,24,1,6,3,0,0,40,26,1,8,4,1,1,Sunday,29,13,17916
12/26/2021 1:00:00 PM,1,2021,16,HOU,LAC,HOME,41,29,70,NRG Stadium,7,10,0,24,0,34,52,34:52,26,9,14,3,64,437,6.8,5,36,189,5.2,2,27,21,248,2,0,9.2,11.8,77.8,129.63,13,9,69.2,0,0,0,4,3,0,0,10,70,0,0,1,6,2,1,1,53,53,0,3,3,6,6,3,14,0,25,8,25:08,25,3,19,3,57,417,7.3,3,21,89,4.2,2,35,27,328,1,2,9.4,12.1,77.1,91.13,9,6,66.7,0,0,0,4,3,0,0,5,49,1,1,1,8,2,4,0,0,0,3,0,-3,75.0,0,75.0,0,5,5,0,0,0,0,0,3,2,0,0,0,5,1,0,0,3,3,40,26,1,8,4,1,1,45,24,1,6,3,0,0,Sunday,13,29,17916
12/26/2021 1:00:00 PM,1,2021,16,BAL,CIN,AWAY,21,41,62,Paul Brown Stadium,7,7,0,7,0,22,57,22:57,21,2,19,0,57,334,5.9,3,16,39,2.4,1,40,28,295,2,1,7.4,10.5,70.0,97.40,11,6,54.5,1,0,0,3,3,0,0,6,27,0,0,1,9,6,4,3,133,44.3,1,0,-1,10,21,3,7,0,37,3,37:03,33,4,26,3,70,575,8.2,5,21,77,3.7,1,46,37,498,4,0,10.8,13.5,80.4,140.76,10,5,50.0,2,2,100,7,4,0,0,5,45,0,0,3,27,5,4,0,0,0,0,1,1,100,0,57.1,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,2,45,32,3,32,6,0,0,36,23,1,9,4,1,0,Sunday,3,7,17910
12/26/2021 1:00:00 PM,1,2021,16,CIN,BAL,HOME,41,21,62,Paul Brown Stadium,10,21,3,7,0,37,3,37:03,33,4,26,3,70,575,8.2,5,21,77,3.7,1,46,37,498,4,0,10.8,13.5,80.4,140.76,10,5,50.0,2,2,100,7,4,0,0,5,45,0,0,3,27,5,4,0,0,0,0,1,1,7,7,0,7,0,22,57,22:57,21,2,19,0,57,334,5.9,3,16,39,2.4,1,40,28,295,2,1,7.4,10.5,70.0,97.40,11,6,54.5,1,0,0,3,3,0,0,6,27,0,0,1,9,6,4,3,133,44.3,1,0,-1,57.1,0,100,0,5,5,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,0,36,23,1,9,4,1,0,45,32,3,32,6,0,0,Sunday,7,3,17910
12/26/2021 1:00:00 PM,1,2021,16,NYG,PHI,AWAY,10,34,44,Lincoln Financial Field,0,3,0,7,0,30,52,30:52,15,4,8,3,73,192,2.6,1,27,84,3.1,0,44,23,108,1,2,2.5,4.7,52.3,46.78,20,8,40.0,2,1,50.0,1,1,0,0,6,40,0,0,2,10,5,0,8,294,36.8,2,0,-2,0,3,17,14,0,29,8,29:08,17,6,9,2,60,324,5.4,4,30,130,4.3,1,29,17,194,2,0,6.7,11.4,58.6,101.80,13,5,38.5,1,0,0,6,3,0,0,11,79,0,0,1,5,5,6,4,170,42.5,0,2,2,100,0,50.0,0,1,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,3,2,45,18,1,5,6,2,0,48,28,2,10,9,1,0,Sunday,23,26,17914
12/26/2021 1:00:00 PM,1,2021,16,PHI,NYG,HOME,34,10,44,Lincoln Financial Field,0,3,17,14,0,29,8,29:08,17,6,9,2,60,324,5.4,4,30,130,4.3,1,29,17,194,2,0,6.7,11.4,58.6,101.80,13,5,38.5,1,0,0,6,3,0,0,11,79,0,0,1,5,5,6,4,170,42.5,0,2,2,0,3,0,7,0,30,52,30:52,15,4,8,3,73,192,2.6,1,27,84,3.1,0,44,23,108,1,2,2.5,4.7,52.3,46.78,20,8,40.0,2,1,50.0,1,1,0,0,6,40,0,0,2,10,5,0,8,294,36.8,2,0,-2,50.0,0,100,0,4,4,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1,1,48,28,2,10,9,1,0,45,18,1,5,6,2,0,Sunday,26,23,17914
12/26/2021 1:00:00 PM,1,2021,16,JAX,NYJ,AWAY,21,26,47,MetLife Stadium,3,9,3,6,0,32,18,32:18,27,8,16,3,71,384,5.4,3,31,132,4.3,2,39,26,252,0,0,6.5,9.7,66.7,84.56,13,6,46.2,3,2,66.7,4,2,0,0,2,10,1,1,1,28,2,2,1,59,59,1,0,-1,6,7,3,10,0,27,42,27:42,18,11,7,0,59,373,6.3,3,36,273,7.6,1,22,14,100,1,0,4.5,7.1,63.6,89.20,12,4,33.3,5,3,60.0,4,1,0,0,7,81,0,0,1,2,4,0,1,55,55,0,1,1,50.0,0,25.0,0,0,0,0,3,0,0,0,3,3,3,2,1,0,0,0,0,2,2,43,30,1,2,4,0,0,47,22,1,28,4,2,1,Sunday,15,24,17913
12/26/2021 1:00:00 PM,1,2021,16,NYJ,JAX,HOME,26,21,47,MetLife Stadium,6,7,3,10,0,27,42,27:42,18,11,7,0,59,373,6.3,3,36,273,7.6,1,22,14,100,1,0,4.5,7.1,63.6,89.20,12,4,33.3,5,3,60.0,4,1,0,0,7,81,0,0,1,2,4,0,1,55,55,0,1,1,3,9,3,6,0,32,18,32:18,27,8,16,3,71,384,5.4,3,31,132,4.3,2,39,26,252,0,0,6.5,9.7,66.7,84.56,13,6,46.2,3,2,66.7,4,2,0,0,2,10,1,1,1,28,2,2,1,59,59,1,0,-1,25.0,0,50.0,0,3,2,1,0,0,0,0,2,2,0,0,0,3,0,0,0,3,3,47,22,1,28,4,2,1,43,30,1,2,4,0,0,Sunday,24,15,17913
12/26/2021 1:00:00 PM,1,2021,16,DET,ATL,AWAY,16,20,36,Mercedes-Benz Stadium,3,7,3,3,0,38,5,38:05,19,6,12,1,68,338,5.0,1,33,130,3.9,0,35,25,208,1,1,5.9,8.3,71.4,83.99,16,7,43.8,4,3,75.0,4,0,0,0,6,30,0,0,0,0,4,4,2,109,54.5,1,1,0,0,10,3,7,0,21,55,21:55,14,4,10,0,45,254,5.6,2,18,47,2.6,1,24,18,207,1,0,8.6,11.5,75.0,114.41,8,2,25.0,1,1,100,2,2,0,0,2,15,1,1,3,8,2,3,2,115,57.5,1,1,0,0,0,100,0,1,1,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,2,30,23,3,8,3,1,1,44,36,0,0,4,0,0,Sunday,11,2,17909
12/26/2021 1:00:00 PM,1,2021,16,ATL,DET,HOME,20,16,36,Mercedes-Benz Stadium,0,10,3,7,0,21,55,21:55,14,4,10,0,45,254,5.6,2,18,47,2.6,1,24,18,207,1,0,8.6,11.5,75.0,114.41,8,2,25.0,1,1,100,2,2,0,0,2,15,1,1,3,8,2,3,2,115,57.5,1,1,0,3,7,3,3,0,38,5,38:05,19,6,12,1,68,338,5.0,1,33,130,3.9,0,35,25,208,1,1,5.9,8.3,71.4,83.99,16,7,43.8,4,3,75.0,4,0,0,0,6,30,0,0,0,0,4,4,2,109,54.5,1,1,0,100,0,0,0,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,3,44,36,0,0,4,0,0,30,23,3,8,3,1,1,Sunday,2,11,17909
12/26/2021 1:00:00 PM,1,2021,16,BUF,NE,AWAY,33,21,54,Gillette Stadium,7,10,3,13,0,35,9,35:09,28,8,20,0,75,428,5.7,4,28,114,4.1,1,47,30,314,3,0,6.7,10.5,63.8,104.39,12,6,50.0,4,3,75.0,7,4,0,0,5,45,0,0,0,0,4,2,0,0,0,0,2,2,0,7,7,7,0,24,51,24:51,20,11,7,2,60,288,4.8,3,27,149,5.5,3,32,14,139,0,2,4.3,9.9,43.8,30.60,10,1,10.0,6,5,83.3,3,3,0,0,3,30,0,0,1,6,4,1,3,158,52.7,2,0,-2,57.1,0,100,0,3,3,0,2,0,0,0,2,2,3,3,0,0,0,0,0,0,0,36,13,1,6,5,0,0,48,29,0,0,4,0,0,Sunday,4,21,17912
